"id","name","shape","carat","color","intensity","clarity","cut","size","original_price","growth_type","depth ","table ","certificate_number"," certificate_link","video_url","lmage_link","lab","sku"
"2998","CUSHION  Cut Diamond","CUSHION ","1.53","Blue","FANCY INTENSE","VS1","","6.81x6.62x4.48","765","CVD","67.7","62","618493799","https://www.igi.org/reports/verify-your-report?r=618493799","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2998"
"2999","CUSHION  Cut Diamond","CUSHION ","1.53","Blue","FANCY INTENSE","VVS2","","6.74x6.59x4.34","765","CVD","65.9","62","618493800","https://www.igi.org/reports/verify-your-report?r=618493800","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2999"
"3000","CUSHION  Cut Diamond","CUSHION ","1.53","Blue","FANCY VIVID","VVS2","","6.74x6.64x4.36","765","CVD","65.7","60","619457313","https://www.igi.org/reports/verify-your-report?r=619457313","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3000"
"3001","CUSHION  Cut Diamond","CUSHION ","1.53","Blue","FANCY VIVID","VVS2","","6.86x6.64x4.41","765","CVD","66.4","63","619457314","https://www.igi.org/reports/verify-your-report?r=619457314","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3001"
"3002","CUSHION  Cut Diamond","CUSHION ","1.54","Blue","FANCY VIVID","VVS2","","6.81x6.54x4.33","770","CVD","66.2","58","618493927","https://www.igi.org/reports/verify-your-report?r=618493927","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3002"
"3003","CUSHION  Cut Diamond","CUSHION ","1.54","Blue","FANCY INTENSE","VVS2","","6.83x6.79x4.42","770","CVD","65.1","60","618493787","https://www.igi.org/reports/verify-your-report?r=618493787","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3003"
"3004","CUSHION  Cut Diamond","CUSHION ","1.54","Blue","FANCY VIVID","VVS2","","6.7x6.65x4.46","770","CVD","67.1","62","618493782","https://www.igi.org/reports/verify-your-report?r=618493782","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3004"
"3005","CUSHION  Cut Diamond","CUSHION ","1.55","Blue","FANCY VIVID","VS1","","6.85x6.7x4.45","775","CVD","66.4","65","618493920","https://www.igi.org/reports/verify-your-report?r=618493920","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3005"
"3006","CUSHION  Cut Diamond","CUSHION ","1.55","Blue","FANCY INTENSE","VS1","","6.83x6.66x4.51","775","CVD","67.7","64","618493811","https://www.igi.org/reports/verify-your-report?r=618493811","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3006"
"3007","CUSHION  Cut Diamond","CUSHION ","1.55","Blue","FANCY VIVID","VS1","","6.78x6.68x4.47","775","CVD","66.9","62","618493794","https://www.igi.org/reports/verify-your-report?r=618493794","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3007"
"3008","CUSHION  Cut Diamond","CUSHION ","1.55","Blue","FANCY INTENSE","VS1","","6.78x6.64x4.4","775","CVD","66.3","62","618493779","https://www.igi.org/reports/verify-your-report?r=618493779","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3008"
"3009","CUSHION  Cut Diamond","CUSHION ","1.56","Blue","FANCY INTENSE","VS1","","6.75x6.68x4.54","780","CVD","68","61","618493919","https://www.igi.org/reports/verify-your-report?r=618493919","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3009"
"3010","CUSHION  Cut Diamond","CUSHION ","1.56","Blue","FANCY VIVID","VS1","","6.7x6.68x4.5","780","CVD","67.4","62","618493929","https://www.igi.org/reports/verify-your-report?r=618493929","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3010"
"3011","CUSHION  Cut Diamond","CUSHION ","1.56","Blue","FANCY VIVID","VS1","","6.69x6.57x4.53","780","CVD","68.9","59","618493930","https://www.igi.org/reports/verify-your-report?r=618493930","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3011"
"3012","CUSHION  Cut Diamond","CUSHION ","1.56","Blue","FANCY INTENSE","VVS2","","6.86x6.68x4.47","780","CVD","66.9","64","618493931","https://www.igi.org/reports/verify-your-report?r=618493931","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3012"
"3013","CUSHION  Cut Diamond","CUSHION ","1.56","Blue","FANCY VIVID","VS1","","6.83x6.79x4.41","780","CVD","64.9","64","618493932","https://www.igi.org/reports/verify-your-report?r=618493932","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3013"
"3014","CUSHION  Cut Diamond","CUSHION ","1.56","Blue","FANCY VIVID","VS1","","6.74x6.67x4.46","780","CVD","66.9","62","619457310","https://www.igi.org/reports/verify-your-report?r=619457310","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3014"
"3015","CUSHION  Cut Diamond","CUSHION ","1.57","Blue","FANCY INTENSE","VVS2","","6.77x6.65x4.43","785","CVD","66.6","63","618493752","https://www.igi.org/reports/verify-your-report?r=618493752","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3015"
"3016","CUSHION  Cut Diamond","CUSHION ","1.57","Blue","FANCY VIVID","VS2","","6.85x6.82x4.51","785","CVD","66.1","60","618493795","https://www.igi.org/reports/verify-your-report?r=618493795","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3016"
"3017","CUSHION  Cut Diamond","CUSHION ","1.57","Blue","FANCY INTENSE","VS1","","6.71x6.7x4.52","785","CVD","67.5","61","618493827","https://www.igi.org/reports/verify-your-report?r=618493827","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3017"
"3018","CUSHION  Cut Diamond","CUSHION ","1.58","Blue","FANCY INTENSE","VS1","","6.77x6.65x4.47","790","CVD","67.2","60","618493928","https://www.igi.org/reports/verify-your-report?r=618493928","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3018"
"3019","CUSHION  Cut Diamond","CUSHION ","1.58","Blue","FANCY INTENSE","VS1","","6.84x6.66x4.49","790","CVD","67.4","62","618493798","https://www.igi.org/reports/verify-your-report?r=618493798","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3019"
"3020","CUSHION  Cut Diamond","CUSHION ","1.58","Blue","FANCY VIVID","VVS1","","6.86x6.62x4.46","790","CVD","67.4","61","618493796","https://www.igi.org/reports/verify-your-report?r=618493796","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3020"
"3021","CUSHION  Cut Diamond","CUSHION ","1.58","Blue","FANCY VIVID","VS1","","6.75x6.74x4.53","790","CVD","67.2","60","618493831","https://www.igi.org/reports/verify-your-report?r=618493831","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3021"
"3022","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY INTENSE","VVS2","","6.78x6.68x4.52","795","CVD","67.7","62","618493743","https://www.igi.org/reports/verify-your-report?r=618493743","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3022"
"3023","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY INTENSE","VS1","","7.02x6.89x4.36","795","CVD","63.3","62","618493744","https://www.igi.org/reports/verify-your-report?r=618493744","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3023"
"3024","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY INTENSE","VS2","","6.83x6.6x4.44","795","CVD","67.3","62","618493745","https://www.igi.org/reports/verify-your-report?r=618493745","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3024"
"3025","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY INTENSE","VVS1","","6.82x6.7x4.42","795","CVD","66","62","618493748","https://www.igi.org/reports/verify-your-report?r=618493748","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3025"
"3026","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY VIVID","VS1","","6.96x6.73x4.39","795","CVD","65.2","65","618493830","https://www.igi.org/reports/verify-your-report?r=618493830","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3026"
"3027","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY INTENSE","VVS2","","6.93x6.69x4.4","795","CVD","65.8","64","618493852","https://www.igi.org/reports/verify-your-report?r=618493852","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3027"
"3028","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY INTENSE","VVS2","","6.79x6.67x4.48","795","CVD","67.2","61","618493777","https://www.igi.org/reports/verify-your-report?r=618493777","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3028"
"3029","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY INTENSE","VVS2","","6.81x6.64x4.54","795","CVD","68.4","62","618493778","https://www.igi.org/reports/verify-your-report?r=618493778","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3029"
"3030","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY VIVID","VVS2","","6.79x6.78x4.56","795","CVD","67.3","58","618493780","https://www.igi.org/reports/verify-your-report?r=618493780","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3030"
"3031","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY VIVID","VS1","","6.91x6.67x4.41","795","CVD","66.1","63","618493781","https://www.igi.org/reports/verify-your-report?r=618493781","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3031"
"3032","CUSHION  Cut Diamond","CUSHION ","1.59","Blue","FANCY VIVID","VS1","","6.91x6.69x4.39","795","CVD","65.6","64","619457315","https://www.igi.org/reports/verify-your-report?r=619457315","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3032"
"3033","CUSHION  Cut Diamond","CUSHION ","1.6","Blue","FANCY INTENSE","VS1","","6.77x6.75x4.45","800","CVD","65.9","65","618493746","https://www.igi.org/reports/verify-your-report?r=618493746","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3033"
"3034","CUSHION  Cut Diamond","CUSHION ","1.6","Blue","FANCY VIVID","VS1","","6.94x6.59x4.52","800","CVD","68.6","61","618493921","https://www.igi.org/reports/verify-your-report?r=618493921","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3034"
"3035","CUSHION  Cut Diamond","CUSHION ","1.61","Blue","FANCY VIVID","VS1","","6.88x6.77x4.46","805","CVD","65.9","63","618493788","https://www.igi.org/reports/verify-your-report?r=618493788","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3035"
"3036","CUSHION  Cut Diamond","CUSHION ","1.61","Blue","FANCY VIVID","VS1","","6.72x6.7x4.56","805","CVD","68.1","63","619457316","https://www.igi.org/reports/verify-your-report?r=619457316","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3036"
"3037","CUSHION  Cut Diamond","CUSHION ","1.62","Blue","FANCY VIVID","VS1","","6.95x6.69x4.52","810","CVD","67.6","64","618493804","https://www.igi.org/reports/verify-your-report?r=618493804","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3037"
"3038","CUSHION  Cut Diamond","CUSHION ","1.63","Blue","FANCY INTENSE","VS1","","6.82x6.65x4.5","815","CVD","67.7","62","618493805","https://www.igi.org/reports/verify-your-report?r=618493805","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3038"
"3039","CUSHION  Cut Diamond","CUSHION ","1.63","Blue","FANCY INTENSE","VS1","","6.91x6.89x4.55","815","CVD","66","61","618493934","https://www.igi.org/reports/verify-your-report?r=618493934","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3039"
"3040","CUSHION  Cut Diamond","CUSHION ","1.63","Blue","FANCY INTENSE","VS1","","6.84x6.71x4.45","815","CVD","66.3","61","618493935","https://www.igi.org/reports/verify-your-report?r=618493935","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3040"
"3041","CUSHION  Cut Diamond","CUSHION ","1.64","Blue","FANCY VIVID","VS1","","6.91x6.87x4.66","820","CVD","67.8","62","618493832","https://www.igi.org/reports/verify-your-report?r=618493832","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3041"
"3042","CUSHION  Cut Diamond","CUSHION ","1.65","Blue","FANCY VIVID","VS1","","6.73x6.66x4.59","825","CVD","68.9","63","618493922","https://www.igi.org/reports/verify-your-report?r=618493922","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3042"
"3043","CUSHION  Cut Diamond","CUSHION ","1.65","Blue","FANCY VIVID","VS1","","6.87x6.71x4.57","825","CVD","68.1","59","618493803","https://www.igi.org/reports/verify-your-report?r=618493803","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3043"
"3044","CUSHION  Cut Diamond","CUSHION ","1.67","Blue","FANCY VIVID","VS1","","7x6.86x4.48","835","CVD","65.3","64","618493806","https://www.igi.org/reports/verify-your-report?r=618493806","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3044"
"3045","CUSHION  Cut Diamond","CUSHION ","1.67","Blue","FANCY INTENSE","VS1","","6.95x6.77x4.51","835","CVD","66.6","62","618493786","https://www.igi.org/reports/verify-your-report?r=618493786","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3045"
"3046","CUSHION  Cut Diamond","CUSHION ","1.8","Blue","FANCY INTENSE","VS1","","7.09x7.01x4.75","900","CVD","67.8","64","618493933","https://www.igi.org/reports/verify-your-report?r=618493933","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_3046"
"3047","CUSHION Cut Diamond","CUSHION","1.6","Blue","FANCY VIVID","VS1","","6.41x6.22x4.3","800","CVD","69.1","65","628442670","https://www.igi.org/reports/verify-your-report?r=628442670","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION_Cut_Diamond_3047"
"3048","HEART Cut Diamond","HEART","3.37","Pink","FANCY VIVID","VS1","","8.82-9.65x5.73","1685","CVD","59.4","60","591359031","https://www.igi.org/reports/verify-your-report?r=591359031","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=i&a=VLC133-46400","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=t&a=VLC133-46400","IGI","HEART_Cut_Diamond_3048"
"3049","RADIANT Cut Diamond","RADIANT","3.03","Pink","FANCY VIVID","VVS2","","7.79 * 7.69 * 5.30","1515","CVD","68.9","67","645455193","https://www.igi.org/reports/verify-your-report?r=645455193","https://workshop.360view.link/360viewer/360view.html?d=1408245-645455193","","IGI","RADIANT_Cut_Diamond_3049"
"3050","RADIANT Cut Diamond","RADIANT","3.55","Pink","FANCY VIVID","SI1","","9.82 * 7.3 * 5.20","1775","CVD","71.2","66","645455195","https://www.igi.org/reports/verify-your-report?r=645455195","https://workshop.360view.link/360viewer/360view.html?d=1408243-645455195","","IGI","RADIANT_Cut_Diamond_3050"
"3051","RADIANT Cut Diamond","RADIANT","1.38","Pink","FANCY VIVID","VVS2","","7.76 * 5.31 * 3.81","690","CVD","71.8","61","638464050","https://www.igi.org/reports/verify-your-report?r=638464050","https://workshop.360view.link/360viewer/360view.html?d=2706245-638464050","","IGI","RADIANT_Cut_Diamond_3051"
"3052","PRINCESS Cut Diamond","PRINCESS","4.5","Pink","FANCY INTENSE","VS1","","8.65 * 8.59 * 6.46","2250","CVD","75.2","74","539242982","https://www.igi.org/reports/verify-your-report?r=539242982","https://workshop.360view.link/360viewer/360view.html?d=2302242-539242982","","IGI","PRINCESS_Cut_Diamond_3052"
"3053","PRINCESS Cut Diamond","PRINCESS","4.01","Pink","FANCY INTENSE","VS2","","8.27 * 8.22 * 6.37","2005","CVD","77.5","76","539242496","https://www.igi.org/reports/verify-your-report?r=539242496","https://workshop.360view.link/360viewer/360view.html?d=2302242-539242496","","IGI","PRINCESS_Cut_Diamond_3053"
"3054","PEAR Cut Diamond","PEAR","2.59","Pink","FANCY VIVID","VS1","","11.53 * 7.14 * 4.48","1295","CVD","62.7","63","628437218","https://www.igi.org/reports/verify-your-report?r=628437218","https://workshop.360view.link/360viewer/360view.html?d=2906247-pear-259","","IGI","PEAR_Cut_Diamond_3054"
"3055","PEAR Cut Diamond","PEAR","1.57","Yellow","FANCY INTENSE","VS1","","9.81 * 6.08 * 3.67","785","CVD","60.5","60","636401998","https://www.igi.org/reports/verify-your-report?r=636401998","https://workshop.360view.link/360viewer/360view.html?d=2006247-636401998","","IGI","PEAR_Cut_Diamond_3055"
"3056","PEAR Cut Diamond","PEAR","1.53","Yellow","FANCY VIVID","VS1","","9.42 * 6.11 * 3.85","765","CVD","63","61","635482703","https://www.igi.org/reports/verify-your-report?r=635482703","https://workshop.360view.link/360viewer/360view.html?d=2805242-635482703","","IGI","PEAR_Cut_Diamond_3056"
