"id","name","shape","original_price","mrp","carat","cut","color","clarity","images","size","l_w_ratio","table ","sku","lab","certificate_number","video_url","certificate_link","growth_type"
"84","Cushion Diamond","CUSHION","2113.56","2613.56","5.15","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.94-9.64*6.05","62.8","62","CUS64","IGI","645455948","https://workshop.360view.link/360viewer/360view.html?d=1607242-YDC-12109","https://www.igi.org/reports/verify-your-report?r=645455948","CVD"
"85","Cushion Diamond","CUSHION","2113.56","2613.56","5.15","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.96-9.56*6.08","63.6","62","CUS49","IGI","645455946","https://workshop.360view.link/360viewer/360view.html?d=2307243-YDC-12183","https://www.igi.org/reports/verify-your-report?r=645455946","CVD"
"86","Emerald Diamond","EMERALD","2110.68","2610.68","5.33","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.07-8.17*5.28","64.6","59","EME37","IGI","613381796","https://workshop.360view.link/360viewer/360view.html?d=1912235-YDC-4752","https://www.igi.org/reports/verify-your-report?r=613381796","CVD"
"87","Emerald Diamond","EMERALD","2086.92","2586.92","5.27","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.85-7.65*5.26","68.8","63","EME79","IGI","628473866","https://workshop.360view.link/360viewer/360view.html?d=2703245-YDC-5831","https://www.igi.org/reports/verify-your-report?r=628473866","CVD"
"88","Emerald Diamond","EMERALD","2060.21","2560.21","5.02","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.87-7.92*5.19","65.5","64","EME80","IGI","627443009","https://workshop.360view.link/360viewer/360view.html?d=1803243-YDC-5712","https://www.igi.org/reports/verify-your-report?r=627443009","CVD"
"89","Marquise Cut Diamond","MARQUISE","1536.12","2036.12","5.02","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/marquise.png","17.32 - 9 * 5.47","60.8","57","MAR81","IGI","649427057","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEF36W-1","https://www.igi.org/reports/verify-your-report?r=649427057","CVD"
"90","Emerald Diamond","EMERALD","2150.82","2650.82","5.69","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.21 - 8.42 * 5.68","67.5","65","EME25","IGI","645432377","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEK55K-1","https://www.igi.org/reports/verify-your-report?r=645432377","CVD"
"91","Emerald Diamond","EMERALD","2026.08","2526.08","5.36","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.91 - 8.13 * 5.65","69.5","65","EME19","IGI","644487110","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEK57AS-1","https://www.igi.org/reports/verify-your-report?r=644487110","CVD"
"92","Emerald Diamond","EMERALD","2018.52","2518.52","5.34","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.21 - 8.16 * 5.48","67.2","65","EME35","IGI","646446296","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEI12V-1","https://www.igi.org/reports/verify-your-report?r=646446296","CVD"
"93","Emerald Diamond","EMERALD","1560.38","2060.38","5.04","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.03 - 7.97 * 5.42","68","66","EME19","IGI","644447304","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEL33AI-1","https://www.igi.org/reports/verify-your-report?r=644447304","CVD"
"94","Round Diamond","ROUND","2142","2642","5","IDEAL","F","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","11.01-11.06*6.6","59.8","59","ROU36","IGI","640402347","https://videop.co.in/vision360.html?d=28498","https://www.igi.org/reports/verify-your-report?r=640402347","CVD"
"95","Pear Diamond","PEAR","1551.1","2051.1","5.01","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","14.83-9.21*5.73","62.2","58","PEA87","IGI","619431911","https://videop.co.in/vision360.html?d=23851","https://www.igi.org/reports/verify-your-report?r=619431911","CVD"
"96","Oval Cut Diamond","OVAL","1973.63","2473.63","7.51","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","16.32-11.08*6.35","57.3","61","OVA50","IGI","620482326","https://videop.co.in/vision360.html?d=24084","https://www.igi.org/reports/verify-your-report?r=620482326","CVD"
"97","Oval Cut Diamond","OVAL","1894.79","2394.79","7.21","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","16.55-11.03*6.36","57.7","58","OVA25","IGI","613348845","https://videop.co.in/vision360.html?d=22587","https://www.igi.org/reports/verify-your-report?r=613348845","CVD"
"98","Oval Cut Diamond","OVAL","1873.76","2373.76","7.13","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","16.52-10.63*6.36","59.8","58","OVA63","IGI","612346677","https://videop.co.in/vision360.html?d=22583","https://www.igi.org/reports/verify-your-report?r=612346677","CVD"
"99","Emerald Diamond","EMERALD","2190.96","2690.96","7.16","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","13.8-8.93*5.66","63.4","62","EME40","IGI","631467443","https://videop.co.in/vision360.html?d=26479","https://www.igi.org/reports/verify-your-report?r=631467443","CVD"
"100","L Radiant Diamond","RADIANT","1542.24","2042.24","5.04","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/radiant.png","12.8-8.29*5.25","63.3","57","L R67","IGI","639436030","https://videop.co.in/vision360.html?d=28333","https://www.igi.org/reports/verify-your-report?r=639436030","CVD"
"101","L Radiant Diamond","RADIANT","1605.2","2105.2","5.01","","G","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/radiant.png","12.73-8.35*5.31","63.6","60","L R16","IGI","639461877","https://videop.co.in/vision360.html?d=28359","https://www.igi.org/reports/verify-your-report?r=639461877","CVD"
"102","Emerald Diamond","EMERALD","936.36","1436.36","5.1","","I","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.68-8.19*5.33","65.1","64.4","EME84","NON-CERT","NON-CERT","https://videop.co.in/vision360.html?d=28801","https://www.igi.org/reports/verify-your-report?r=NON-CERT","CVD"
"103","Round Diamond","ROUND","1837.52","2337.52","5.19","IDEAL","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","11.03 * 11.09 * 6.83","61.8","58","ROU47","IGI","618416500","https://workshop.360view.link/360viewer/360view.html?d=1202247-618415600","https://www.igi.org/reports/verify-your-report?r=618416500","CVD"
"104","Pear Diamond","PEAR","1136.61","1636.61","5.19","","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","15.75 - 9.50 * 5.81","61.2","60","PEA90","IGI","605309189","https://v3603650.v360.in/vision360.html?d=J30SB-1-A","https://www.igi.org/reports/verify-your-report?r=605309189","CVD"
"105","Pear Diamond","PEAR","1931.58","2431.58","5.04","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","15.11 - 9.61 * 5.83","60.7","61","PEA49","IGI","654482060","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38478185.html","https://www.igi.org/reports/verify-your-report?r=654482060","CVD"
"106","Radiant Cut Diamond","RADIANT","1213.26","1713.26","5.54","","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/radiant.png","12.48 - 8.58 * 5.92","69","61","RAD94","IGI","624424146","https://v3603650.v360.in/vision360.html?d=2645930","https://www.igi.org/reports/verify-your-report?r=624424146","CVD"
"107","Emerald Diamond","EMERALD","2261.18","2761.18","5.9","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.99 - 8.67 * 5.61","64.7","65","EME62","IGI","654456140","https://video.S360.services/?d=ADY250","https://www.igi.org/reports/verify-your-report?r=654456140","CVD"
"108","Emerald Diamond","EMERALD","2169.2","2669.2","5.66","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.15 - 8.34 * 5.58","66.9","66","EME59","IGI","617424413","https://workshop.360view.link/view/2501242-ADF205","https://www.igi.org/reports/verify-your-report?r=617424413","CVD"
"109","Emerald Diamond","EMERALD","2111.71","2611.71","5.51","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.39 - 8.06 * 5.44","67.5","60","EME86","IGI","651474518","https://video.S360.services/?d=ADW242A","https://www.igi.org/reports/verify-your-report?r=651474518","CVD"
"110","Emerald Diamond","EMERALD","1777.33","2277.33","5.02","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.73 - 8.10 * 5.20","64.2","61","EME52","IGI","651474519","https://video.S360.services/?d=ADW255B","https://www.igi.org/reports/verify-your-report?r=651474519","CVD"
"111","Cushion Diamond","CUSHION","2248.4","2748.4","5.6","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","10.04-9.82*6.26","63.7","63","CUS15","IGI","643452150","https://workshop.360view.link/360viewer/360view.html?d=1207240-YDC-12061","https://www.igi.org/reports/verify-your-report?r=643452150","CVD"
"112","Cushion Diamond","CUSHION","2232.34","2732.34","5.56","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","10.08-9.76*6.14","62.9","64","CUS31","IGI","642491278","https://workshop.360view.link/360viewer/360view.html?d=0607245-YDC-12013","https://www.igi.org/reports/verify-your-report?r=642491278","CVD"
"113","Cushion Diamond","CUSHION","2107.88","2607.88","5.25","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","10.04-9.63*6.23","64.7","63","CUS14","IGI","645455960","https://workshop.360view.link/360viewer/360view.html?d=2007242-YDC-12169","https://www.igi.org/reports/verify-your-report?r=645455960","CVD"
"114","Cushion Diamond","CUSHION","2087.8","2587.8","5.2","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.90-9.54*6.05","63.4","63","CUS89","IGI","645455955","https://workshop.360view.link/360viewer/360view.html?d=1807241-YDC-12122","https://www.igi.org/reports/verify-your-report?r=645455955","CVD"
"115","Cushion Diamond","CUSHION","2075.76","2575.76","5.17","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.88-9.66*5.98","61.9","62","CUS40","IGI","634480434","https://workshop.360view.link/360viewer/360view.html?d=0805242-YDC-6198","https://www.igi.org/reports/verify-your-report?r=634480434","CVD"
"116","Cushion Diamond","CUSHION","2059.7","2559.7","5.13","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.78-9.55*6.05","63.4","64","CUS33","IGI","640411515","https://workshop.360view.link/360viewer/360view.html?d=1906247-YDC-6734","https://www.igi.org/reports/verify-your-report?r=640411515","CVD"
"117","Cushion Diamond","CUSHION","1872.67","2372.67","5.03","","F","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.59-9.38*6.18","65.9","65","CUS62","IGI","639498561","https://workshop.360view.link/360viewer/360view.html?d=1206248-YDC-6642","https://www.igi.org/reports/verify-your-report?r=639498561","CVD"
"118","Cushion Diamond","CUSHION","2015.53","2515.53","5.02","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.69-9.35*6.17","66","63","CUS88","IGI","645422050","https://workshop.360view.link/360viewer/360view.html?d=2907244-YDC-12241","https://www.igi.org/reports/verify-your-report?r=645422050","CVD"
"119","Sq Radiant Diamond","RADIANT","2188.36","2688.36","5.71","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/radiant.png","9.92-9.62*6.22","64.7","64","SQ 71","IGI","635470568","https://workshop.360view.link/360viewer/360view.html?d=1505242-YDC-6260","https://www.igi.org/reports/verify-your-report?r=635470568","CVD"
"120","Sq Radiant Diamond","RADIANT","2081.05","2581.05","5.43","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/radiant.png","9.74-9.53*6.12","64.2","61","SQ 40","IGI","639448776","https://workshop.360view.link/360viewer/360view.html?d=2106245-YDC-6780","https://www.igi.org/reports/verify-your-report?r=639448776","CVD"
"121","Sq Radiant Diamond","RADIANT","1977.57","2477.57","5.16","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/radiant.png","9.73-9.41*6.01","63.9","65","SQ 53","IGI","635470567","https://workshop.360view.link/360viewer/360view.html?d=1505247-YDC-6261","https://www.igi.org/reports/verify-your-report?r=635470567","CVD"
"122","Emerald Diamond","EMERALD","2400.97","2900.97","5.98","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.36-8.05*5.50","68.3","66","EME56","IGI","648422328","https://workshop.360view.link/360viewer/360view.html?d=1308246-YDC-12496","https://www.igi.org/reports/verify-your-report?r=648422328","CVD"
"123","Emerald Diamond","EMERALD","2312.64","2812.64","5.76","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.83-8.46*5.50","65","65","EME15","IGI","652404353","https://workshop.360view.link/360viewer/360view.html?d=1609246-YDC-12817-","https://www.igi.org/reports/verify-your-report?r=652404353","CVD"
"124","Emerald Diamond","EMERALD","2334.32","2834.32","5.61","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.12-7.76*5.40","69.6","65","EME63","IGI","649419497","https://workshop.360view.link/360viewer/360view.html?d=2208246-YDC-12639","https://www.igi.org/reports/verify-your-report?r=649419497","CVD"
"125","Emerald Diamond","EMERALD","2232.34","2732.34","5.56","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.15-7.83*5.36","68.5","63","EME88","IGI","649461137","https://workshop.360view.link/360viewer/360view.html?d=2808247-YDC-12717","https://www.igi.org/reports/verify-your-report?r=649461137","CVD"
"126","Emerald Diamond","EMERALD","2066.27","2566.27","5.55","","F","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.33-7.89*5.22","66.2","67","EME77","IGI","649491290","https://workshop.360view.link/360viewer/360view.html?d=2108243-YDC-12609","https://www.igi.org/reports/verify-your-report?r=649491290","CVD"
"127","Emerald Diamond","EMERALD","2216.28","2716.28","5.52","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.04-7.85*5.34","68","63","EME32","IGI","648422327","https://workshop.360view.link/360viewer/360view.html?d=1408242-ydc-12500","https://www.igi.org/reports/verify-your-report?r=648422327","CVD"
"128","Emerald Diamond","EMERALD","2160.07","2660.07","5.38","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.21-7.87*5.14","65.3","66","EME65","IGI","649455682","https://workshop.360view.link/360viewer/360view.html?d=2308242-YDC-12654","https://www.igi.org/reports/verify-your-report?r=649455682","CVD"
"129","Emerald Diamond","EMERALD","1988.08","2488.08","5.34","","F","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.14-7.89*5.19","65.8","63","EME24","IGI","649491292","https://workshop.360view.link/360viewer/360view.html?d=2108242-YDC-12608","https://www.igi.org/reports/verify-your-report?r=649491292","CVD"
"130","Emerald Diamond","EMERALD","2119.92","2619.92","5.28","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.49-8.04*5.04","62.7","65","EME73","IGI","649461138","https://workshop.360view.link/360viewer/360view.html?d=2508245-YDC-12700","https://www.igi.org/reports/verify-your-report?r=649461138","CVD"
"131","Emerald Diamond","EMERALD","2111.89","2611.89","5.26","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.64-7.82*5.38","68.8","65","EME81","IGI","649455685","https://workshop.360view.link/360viewer/360view.html?d=2308243-YDC-12656","https://www.igi.org/reports/verify-your-report?r=649455685","CVD"
"132","Emerald Diamond","EMERALD","2107.88","2607.88","5.25","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.92-7.66*5.29","69.1","65","EME41","IGI","648454088","https://workshop.360view.link/360viewer/360view.html?d=1608247-YDC-12552","https://www.igi.org/reports/verify-your-report?r=648454088","CVD"
"133","Emerald Diamond","EMERALD","2099.85","2599.85","5.23","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.75-7.83*5.22","66.7","66","EME66","IGI","649419500","https://workshop.360view.link/360viewer/360view.html?d=2208248-YDC-12640","https://www.igi.org/reports/verify-your-report?r=649419500","CVD"
"134","Emerald Diamond","EMERALD","2172.04","2672.04","5.22","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.25-7.93*5.10","64.3","62","EME41","IGI","627485728","https://workshop.360view.link/360viewer/360view.html?d=2103244-YDC-5763","https://www.igi.org/reports/verify-your-report?r=627485728","CVD"
"135","Emerald Diamond","EMERALD","2095.83","2595.83","5.22","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.97-7.70*5.28","68.6","63","EME30","IGI","649455686","https://workshop.360view.link/360viewer/360view.html?d=2308245-YDC-12650","https://www.igi.org/reports/verify-your-report?r=649455686","CVD"
"136","Emerald Diamond","EMERALD","2091.82","2591.82","5.21","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.17-8.02*5.51","68.7","68","EME86","IGI","648454089","https://workshop.360view.link/360viewer/360view.html?d=1608242-YDC-12551","https://www.igi.org/reports/verify-your-report?r=648454089","CVD"
"137","Emerald Diamond","EMERALD","2087.8","2587.8","5.2","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.10-7.92*5.49","69.3","68","EME44","IGI","649419491","https://workshop.360view.link/360viewer/360view.html?d=2208245-YDC-12628","https://www.igi.org/reports/verify-your-report?r=649419491","CVD"
